## Fri Dec  2 12:43:26 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-OL67_RS15925	1423144.Gal_03336	5.59e-200	556.0	COG1108@1|root,COG1108@2|Bacteria,1MY5X@1224|Proteobacteria,2V7PM@28211|Alphaproteobacteria,34FX4@302485|Phaeobacter	28211|Alphaproteobacteria	U	ABC 3 transport family	-	-	-	ko:K11709	ko02010,map02010	M00319	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15	-	-	ABC-3
gene-OL67_RS15930	391619.PGA1_c32760	1.95e-244	676.0	COG1108@1|root,COG1108@2|Bacteria,1MY5X@1224|Proteobacteria,2TQXB@28211|Alphaproteobacteria,34G52@302485|Phaeobacter	28211|Alphaproteobacteria	U	ABC 3 transport family	-	-	-	ko:K11708	ko02010,map02010	M00319	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15	-	-	ABC-3
gene-OL67_RS15935	1423144.Gal_03338	4.97e-190	529.0	COG1121@1|root,COG1121@2|Bacteria,1MW47@1224|Proteobacteria,2TRJA@28211|Alphaproteobacteria,34FIM@302485|Phaeobacter	28211|Alphaproteobacteria	P	ATPases associated with a variety of cellular activities	troB	-	-	ko:K11710	ko02010,map02010	M00319	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15	-	-	ABC_tran
gene-OL67_RS15940	391619.PGA1_c32780	3.92e-225	622.0	COG0803@1|root,COG0803@2|Bacteria,1MVW9@1224|Proteobacteria,2TQTF@28211|Alphaproteobacteria,34FT8@302485|Phaeobacter	28211|Alphaproteobacteria	P	Zinc-uptake complex component A periplasmic	-	-	-	ko:K02077,ko:K09815,ko:K11707	ko02010,map02010	M00242,M00244,M00319	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15,3.A.1.15.3,3.A.1.15.5	-	-	ZnuA
gene-OL67_RS15945	391619.PGA1_c32790	5.69e-235	646.0	COG0274@1|root,COG0274@2|Bacteria,1N8AG@1224|Proteobacteria,2TS26@28211|Alphaproteobacteria,34EY7@302485|Phaeobacter	28211|Alphaproteobacteria	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate	deoC	-	4.1.2.4	ko:K01619	ko00030,map00030	-	R01066	RC00436,RC00437	ko00000,ko00001,ko01000	-	-	-	DeoC
gene-OL67_RS15950	1423144.Gal_03341	0.0	1476.0	COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,2TQR1@28211|Alphaproteobacteria,34E44@302485|Phaeobacter	28211|Alphaproteobacteria	C	Aldehyde dehydrogenase family	aldA	-	1.2.1.3	ko:K00128	ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130	M00135	R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R06366,R08146	RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
gene-OL67_RS15955	1423144.Gal_03342	9.71e-310	845.0	COG0612@1|root,COG0612@2|Bacteria,1MU6R@1224|Proteobacteria,2TRMX@28211|Alphaproteobacteria,34E28@302485|Phaeobacter	28211|Alphaproteobacteria	S	Insulinase (Peptidase family M16)	MA20_05660	-	-	ko:K07263,ko:K07623	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M16,Peptidase_M16_C
gene-OL67_RS15960	391619.PGA1_c32820	0.0	879.0	COG0612@1|root,COG0612@2|Bacteria,1MVST@1224|Proteobacteria,2TRFB@28211|Alphaproteobacteria,34ECF@302485|Phaeobacter	28211|Alphaproteobacteria	S	Insulinase (Peptidase family M16)	-	-	-	ko:K07263	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M16,Peptidase_M16_C
gene-OL67_RS15965	391619.PGA1_c32840	2.52e-114	328.0	2AJ3A@1|root,319MP@2|Bacteria,1RHJE@1224|Proteobacteria,2UABS@28211|Alphaproteobacteria,34FH7@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF3035)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3035
gene-OL67_RS15970	1423144.Gal_03345	1.88e-106	307.0	COG0597@1|root,COG0597@2|Bacteria,1RGV9@1224|Proteobacteria,2UBUC@28211|Alphaproteobacteria,34FMA@302485|Phaeobacter	28211|Alphaproteobacteria	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins	lspA	-	3.4.23.36	ko:K03101	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_A8
gene-OL67_RS15975	1423144.Gal_03346	0.0	1018.0	COG0138@1|root,COG0138@2|Bacteria,1MUDQ@1224|Proteobacteria,2TRMY@28211|Alphaproteobacteria,34E9Z@302485|Phaeobacter	28211|Alphaproteobacteria	F	AICARFT/IMPCHase bienzyme	purH	-	2.1.2.3,3.5.4.10	ko:K00602	ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523	M00048	R01127,R04560	RC00026,RC00263,RC00456	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	AICARFT_IMPCHas,MGS
gene-OL67_RS15980	391619.PGA1_c32870	0.0	1163.0	COG5360@1|root,COG5360@2|Bacteria,1MUJ4@1224|Proteobacteria,2TR5G@28211|Alphaproteobacteria,34DR3@302485|Phaeobacter	28211|Alphaproteobacteria	S	Heparinase II/III-like protein	MA20_25080	-	-	-	-	-	-	-	-	-	-	-	Hepar_II_III
gene-OL67_RS15985	1423144.Gal_03348	1.49e-290	795.0	COG0144@1|root,COG0144@2|Bacteria,1MWPE@1224|Proteobacteria,2TSIA@28211|Alphaproteobacteria,34DZS@302485|Phaeobacter	28211|Alphaproteobacteria	J	16S rRNA methyltransferase RsmB/F	rsmB	-	2.1.1.176	ko:K03500	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltr_RsmB-F,NusB
gene-OL67_RS15990	1423144.Gal_03349	6.41e-34	117.0	COG5508@1|root,COG5508@2|Bacteria,1N7D3@1224|Proteobacteria,2UF8M@28211|Alphaproteobacteria,34FYQ@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF1674)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1674
gene-OL67_RS15995	1423144.Gal_03350	4.8e-72	216.0	COG1359@1|root,COG1359@2|Bacteria,1PXHU@1224|Proteobacteria,2V3VI@28211|Alphaproteobacteria,34GK0@302485|Phaeobacter	28211|Alphaproteobacteria	S	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS16000	1423144.Gal_03351	1.86e-180	504.0	COG0289@1|root,COG0289@2|Bacteria,1MUCT@1224|Proteobacteria,2TSFJ@28211|Alphaproteobacteria,34EEF@302485|Phaeobacter	28211|Alphaproteobacteria	E	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate	dapB	-	1.17.1.8	ko:K00215	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R04198,R04199	RC00478	ko00000,ko00001,ko00002,ko01000	-	-	-	DapB_C,DapB_N
gene-OL67_RS16005	1423144.Gal_03352	1.95e-85	252.0	COG0858@1|root,COG0858@2|Bacteria,1MZPE@1224|Proteobacteria,2UCJF@28211|Alphaproteobacteria,34FJP@302485|Phaeobacter	28211|Alphaproteobacteria	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA	rbfA	-	-	ko:K02834	-	-	-	-	ko00000,ko03009	-	-	-	RBFA
gene-OL67_RS16010	1423144.Gal_03353	5.01e-171	478.0	COG3698@1|root,COG3698@2|Bacteria,1NH9S@1224|Proteobacteria,2TT5B@28211|Alphaproteobacteria,34EVT@302485|Phaeobacter	28211|Alphaproteobacteria	S	Phosphodiester glycosidase	-	-	-	-	-	-	-	-	-	-	-	-	NAGPA
gene-OL67_RS16015	1423144.Gal_03354	3.58e-214	592.0	COG0130@1|root,COG0130@2|Bacteria,1MV0N@1224|Proteobacteria,2TSJK@28211|Alphaproteobacteria,34E0X@302485|Phaeobacter	28211|Alphaproteobacteria	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs	truB	GO:0001522,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016556,GO:0016853,GO:0016866,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1990481	5.4.99.25	ko:K03177	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	TruB-C_2,TruB_C_2,TruB_N
gene-OL67_RS16020	1423144.Gal_03355	1.16e-124	354.0	COG4333@1|root,COG4333@2|Bacteria,1N19M@1224|Proteobacteria,2U5K3@28211|Alphaproteobacteria,34F0Q@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF1643)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1643
gene-OL67_RS16025	1423144.Gal_03356	2.71e-62	209.0	COG2931@1|root,COG2931@2|Bacteria,1N161@1224|Proteobacteria,2UDXT@28211|Alphaproteobacteria,34FHS@302485|Phaeobacter	28211|Alphaproteobacteria	Q	Haemolysin-type calcium-binding repeat (2 copies)	-	-	-	-	-	-	-	-	-	-	-	-	HemolysinCabind
gene-OL67_RS16030	1423144.Gal_03357	2.9e-56	175.0	COG0184@1|root,COG0184@2|Bacteria,1MZ2W@1224|Proteobacteria,2UBRZ@28211|Alphaproteobacteria,34FR8@302485|Phaeobacter	28211|Alphaproteobacteria	J	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome	rpsO	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015935,GO:0022626,GO:0022627,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02956	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S15
gene-OL67_RS16035	1423144.Gal_03358	0.0	1007.0	COG0220@1|root,COG0220@2|Bacteria,1QYIP@1224|Proteobacteria,2TYDZ@28211|Alphaproteobacteria,34E67@302485|Phaeobacter	28211|Alphaproteobacteria	J	Predicted methyltransferase regulatory domain	-	-	-	-	-	-	-	-	-	-	-	-	MethyTransf_Reg,Methyltransf_31
gene-OL67_RS16040	1423144.Gal_03359	0.0	1365.0	COG1185@1|root,COG1185@2|Bacteria,1MVB9@1224|Proteobacteria,2TRH3@28211|Alphaproteobacteria,34EWX@302485|Phaeobacter	28211|Alphaproteobacteria	J	Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction	pnp	GO:0000175,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0004654,GO:0005488,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0019222,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0097159,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901575	2.7.7.8	ko:K00962	ko00230,ko00240,ko03018,map00230,map00240,map03018	M00394	R00437,R00438,R00439,R00440	RC02795	ko00000,ko00001,ko00002,ko01000,ko03016,ko03019	-	-	-	KH_1,PNPase,RNase_PH,RNase_PH_C,S1
gene-OL67_RS16045	1423144.Gal_03360	2.47e-163	457.0	COG3306@1|root,COG3306@2|Bacteria,1N6W4@1224|Proteobacteria,2UAWW@28211|Alphaproteobacteria,34G4R@302485|Phaeobacter	28211|Alphaproteobacteria	M	Glycosyltransferase family 25 (LPS biosynthesis protein)	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_25
gene-OL67_RS16050	1423144.Gal_03361	3.31e-157	440.0	COG0450@1|root,COG0450@2|Bacteria,1MX2B@1224|Proteobacteria,2TT09@28211|Alphaproteobacteria,34DUP@302485|Phaeobacter	28211|Alphaproteobacteria	O	C-terminal domain of 1-Cys peroxiredoxin	tsaA	GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008379,GO:0009636,GO:0009987,GO:0010035,GO:0010038,GO:0016209,GO:0016491,GO:0016684,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0046686,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0051920,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	-	-	-	-	-	-	-	-	-	-	1-cysPrx_C,AhpC-TSA
gene-OL67_RS16055	1423144.Gal_03362	0.0	939.0	COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,2TQR1@28211|Alphaproteobacteria,34F8M@302485|Phaeobacter	28211|Alphaproteobacteria	C	Aldehyde dehydrogenase family	aldA	-	1.2.1.3	ko:K00128	ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130	M00135	R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R06366,R08146	RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
gene-OL67_RS16060	1423144.Gal_03363	5.44e-109	313.0	2DMIA@1|root,32RRC@2|Bacteria,1N1A9@1224|Proteobacteria,2UC0G@28211|Alphaproteobacteria,34FT7@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS16065	391619.PGA1_c33060	1.17e-117	336.0	COG0346@1|root,COG0346@2|Bacteria,1RIN7@1224|Proteobacteria,2UADI@28211|Alphaproteobacteria,34G1A@302485|Phaeobacter	28211|Alphaproteobacteria	E	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	4.4.1.5	ko:K01759	ko00620,map00620	-	R02530	RC00004,RC00740	ko00000,ko00001,ko01000	-	-	-	Glyoxalase
gene-OL67_RS16070	1423144.Gal_03365	8.86e-210	579.0	arCOG09486@1|root,2ZC3Y@2|Bacteria,1RD8N@1224|Proteobacteria,2U07K@28211|Alphaproteobacteria,34G94@302485|Phaeobacter	28211|Alphaproteobacteria	S	Glycosyl transferase family 11	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_11
gene-OL67_RS16075	391619.PGA1_c33080	7.21e-157	439.0	COG0564@1|root,COG0564@2|Bacteria,1MVJ5@1224|Proteobacteria,2TQYW@28211|Alphaproteobacteria,34DRK@302485|Phaeobacter	28211|Alphaproteobacteria	G	Responsible for synthesis of pseudouridine from uracil	rluA	-	5.4.99.28,5.4.99.29	ko:K06177	-	-	-	-	ko00000,ko01000,ko03009,ko03016	-	-	-	PseudoU_synth_2
gene-OL67_RS16080	391619.PGA1_c33090	5.29e-95	276.0	COG3631@1|root,COG3631@2|Bacteria,1PDKD@1224|Proteobacteria,2U7TB@28211|Alphaproteobacteria,34G14@302485|Phaeobacter	28211|Alphaproteobacteria	S	SnoaL-like domain	-	-	-	-	-	-	-	-	-	-	-	-	SnoaL_2
gene-OL67_RS16085	1423144.Gal_03368	1.85e-105	309.0	COG2755@1|root,COG2755@2|Bacteria,1RE1B@1224|Proteobacteria,2U779@28211|Alphaproteobacteria,34G74@302485|Phaeobacter	28211|Alphaproteobacteria	E	GDSL-like Lipase/Acylhydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
gene-OL67_RS16090	391619.PGA1_c33100	1.15e-202	562.0	COG2962@1|root,COG2962@2|Bacteria,1MX5G@1224|Proteobacteria,2TV8D@28211|Alphaproteobacteria,34E3A@302485|Phaeobacter	28211|Alphaproteobacteria	S	EamA-like transporter family	rarD	-	-	ko:K05786	-	-	-	-	ko00000,ko02000	2.A.7.7	-	-	EamA
gene-OL67_RS16095	1423144.Gal_03370	0.0	1598.0	COG0404@1|root,COG0665@1|root,COG0404@2|Bacteria,COG0665@2|Bacteria,1MUXJ@1224|Proteobacteria,2TRGS@28211|Alphaproteobacteria,34ECZ@302485|Phaeobacter	28211|Alphaproteobacteria	E	FAD dependent oxidoreductase central domain	sardh	-	1.5.3.19	ko:K19191	ko00760,ko01120,map00760,map01120	-	R10102	RC00060,RC00557	ko00000,ko00001,ko01000	-	-	-	DAO,FAO_M,GCV_T,GCV_T_C
gene-OL67_RS16100	391619.PGA1_c33120	9.04e-234	644.0	COG4977@1|root,COG4977@2|Bacteria,1MUUG@1224|Proteobacteria,2TQPD@28211|Alphaproteobacteria,34EUH@302485|Phaeobacter	28211|Alphaproteobacteria	K	helix_turn_helix, arabinose operon control protein	-	-	-	-	-	-	-	-	-	-	-	-	HTH_18
gene-OL67_RS16105	1423144.Gal_03372	0.0	1662.0	COG0404@1|root,COG0665@1|root,COG0404@2|Bacteria,COG0665@2|Bacteria,1MUXJ@1224|Proteobacteria,2TRGS@28211|Alphaproteobacteria,34F0K@302485|Phaeobacter	28211|Alphaproteobacteria	E	FAD dependent oxidoreductase central domain	dmgdh4	-	1.5.8.4	ko:K00315	ko00260,ko01100,map00260,map01100	-	R01565	RC00181	ko00000,ko00001,ko01000	-	-	-	DAO,FAO_M,GCV_T,GCV_T_C
gene-OL67_RS16110	391619.PGA1_c33140	7.01e-82	242.0	COG3791@1|root,COG3791@2|Bacteria,1N031@1224|Proteobacteria,2UC7G@28211|Alphaproteobacteria,34FN0@302485|Phaeobacter	28211|Alphaproteobacteria	S	Glutathione-dependent formaldehyde-activating enzyme	-	-	-	-	-	-	-	-	-	-	-	-	GFA
gene-OL67_RS16115	1423144.Gal_03374	1.82e-137	390.0	COG1280@1|root,COG1280@2|Bacteria,1PD53@1224|Proteobacteria,2TTWZ@28211|Alphaproteobacteria,34G2I@302485|Phaeobacter	28211|Alphaproteobacteria	E	LysE type translocator	rhtB	-	-	ko:K05834	-	-	-	-	ko00000,ko02000	2.A.76.1.1	-	-	LysE
gene-OL67_RS16120	391619.PGA1_c33160	9.25e-128	363.0	COG1396@1|root,COG1396@2|Bacteria,1RJG9@1224|Proteobacteria,2U8MZ@28211|Alphaproteobacteria,34E40@302485|Phaeobacter	28211|Alphaproteobacteria	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2,HTH_31
gene-OL67_RS16125	1423144.Gal_03376	6.45e-105	303.0	COG1956@1|root,COG1956@2|Bacteria,1RDBM@1224|Proteobacteria,2U595@28211|Alphaproteobacteria,34FDC@302485|Phaeobacter	28211|Alphaproteobacteria	T	GAF domain	msrC	-	1.8.4.14	ko:K08968	ko00270,map00270	-	R02025	RC00639	ko00000,ko00001,ko01000	-	-	-	GAF_2
gene-OL67_RS16130	1423144.Gal_03377	3.2e-265	728.0	COG0183@1|root,COG0183@2|Bacteria,1MU5G@1224|Proteobacteria,2TQQ7@28211|Alphaproteobacteria,34E0Q@302485|Phaeobacter	28211|Alphaproteobacteria	I	Beta-ketoacyl synthase, N-terminal domain	thlA	-	2.3.1.9	ko:K00626	ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020	M00088,M00095,M00373,M00374,M00375	R00238,R01177	RC00004,RC00326	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Thiolase_C,Thiolase_N
gene-OL67_RS16135	1423144.Gal_03378	1.41e-70	213.0	COG1366@1|root,COG1366@2|Bacteria,1MZE8@1224|Proteobacteria,2UBXI@28211|Alphaproteobacteria,34FMZ@302485|Phaeobacter	28211|Alphaproteobacteria	T	STAS domain	rsbV	-	-	ko:K04749	-	-	-	-	ko00000,ko03021	-	-	-	STAS,STAS_2
gene-OL67_RS16140	391619.PGA1_c33200	9.97e-103	297.0	COG2172@1|root,COG2172@2|Bacteria,1N7CT@1224|Proteobacteria,2UFUR@28211|Alphaproteobacteria,34FKB@302485|Phaeobacter	28211|Alphaproteobacteria	T	Histidine kinase-like ATPase domain	rsbW	-	2.7.11.1	ko:K04757	-	-	-	-	ko00000,ko01000,ko01001,ko03021	-	-	-	HATPase_c_2
gene-OL67_RS16145	391619.PGA1_c33210	0.0	1008.0	COG0405@1|root,COG0405@2|Bacteria,1MUV6@1224|Proteobacteria,2TQWP@28211|Alphaproteobacteria,34EAC@302485|Phaeobacter	28211|Alphaproteobacteria	E	Gamma-glutamyltranspeptidase	ywrD	-	2.3.2.2,3.4.19.13	ko:K00681	ko00430,ko00460,ko00480,ko01100,map00430,map00460,map00480,map01100	-	R00494,R01262,R01687,R03867,R03916,R03970,R03971,R04935	RC00064,RC00090,RC00096	ko00000,ko00001,ko01000,ko01002	-	-	-	G_glu_transpept
gene-OL67_RS16150	1423144.Gal_03381	6.12e-78	231.0	COG3785@1|root,COG3785@2|Bacteria,1RHM7@1224|Proteobacteria,2U9MS@28211|Alphaproteobacteria,34FJ1@302485|Phaeobacter	28211|Alphaproteobacteria	S	Hemimethylated DNA-binding protein YccV like	hspQ	-	-	ko:K11940	-	-	-	-	ko00000,ko03036	-	-	-	YccV-like
gene-OL67_RS16155	1423144.Gal_03382	4.02e-210	582.0	COG3118@1|root,COG3118@2|Bacteria,1MV0R@1224|Proteobacteria,2TS5X@28211|Alphaproteobacteria,34E6Z@302485|Phaeobacter	28211|Alphaproteobacteria	O	Tetratricopeptide repeat	trxA2	-	-	ko:K03671,ko:K05838	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	TPR_19,TPR_20,Thioredoxin
gene-OL67_RS16160	391619.PGA1_c33240	8.72e-147	414.0	COG2802@1|root,COG2802@2|Bacteria,1NV9N@1224|Proteobacteria,2TQZ4@28211|Alphaproteobacteria,34DR0@302485|Phaeobacter	28211|Alphaproteobacteria	S	ATP-dependent protease La (LON) substrate-binding domain	lonD	-	3.4.21.53	ko:K01338,ko:K07157	ko04112,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	LON_substr_bdg
gene-OL67_RS16165	1423144.Gal_03384	9.47e-39	129.0	COG2835@1|root,COG2835@2|Bacteria,1N6Y2@1224|Proteobacteria,2UF4N@28211|Alphaproteobacteria,34FYI@302485|Phaeobacter	28211|Alphaproteobacteria	S	Trm112p-like protein	MA20_24965	-	-	ko:K09791	-	-	-	-	ko00000	-	-	-	Trm112p
gene-OL67_RS16170	1423144.Gal_03385	1.21e-285	781.0	COG0654@1|root,COG0654@2|Bacteria,1MU6I@1224|Proteobacteria,2TRZU@28211|Alphaproteobacteria,34EX7@302485|Phaeobacter	28211|Alphaproteobacteria	CH	FAD binding domain	ubiH	GO:0003674,GO:0003824,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016491,GO:0019168,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901576,GO:1901661,GO:1901663	-	ko:K03185	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04989,R08773	RC02670	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_3
gene-OL67_RS16175	391619.PGA1_c33270	1.43e-308	842.0	COG0154@1|root,COG0154@2|Bacteria,1MU51@1224|Proteobacteria,2TSYS@28211|Alphaproteobacteria,34E5J@302485|Phaeobacter	28211|Alphaproteobacteria	J	Amidase	-	-	6.3.5.6,6.3.5.7	ko:K02433	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	Amidase
gene-OL67_RS16180	1423144.Gal_03387	7.81e-283	773.0	COG0436@1|root,COG0436@2|Bacteria,1MWS8@1224|Proteobacteria,2TQVM@28211|Alphaproteobacteria,34E7K@302485|Phaeobacter	28211|Alphaproteobacteria	E	Alanine-glyoxylate amino-transferase	dapL	-	2.6.1.17	ko:K14261,ko:K14267	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R04475	RC00006	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_1_2
gene-OL67_RS16185	391619.PGA1_c33290	0.0	1904.0	COG1674@1|root,COG1674@2|Bacteria,1MVPI@1224|Proteobacteria,2TR48@28211|Alphaproteobacteria,34E41@302485|Phaeobacter	28211|Alphaproteobacteria	D	Ftsk_gamma	ftsK	-	-	ko:K03466	-	-	-	-	ko00000,ko03036	3.A.12	-	-	FtsK_4TM,FtsK_SpoIIIE,Ftsk_gamma
